song_order,track_name,album,year,nrgm_list,form_url,date,published,song_length,spotify,apple,fb,instrumental,lyrics,lyrics_url,analysis,main_lines,tags_adjective,tags_noun,sexual_themes,pg13,cancel_target,tragic_story,escapism,antihero,lgbt,substance_abuse,lastfm_sum,lastfm_pos
11,Sierra Madren aarre,Raparperitaivas,1991,false,https://forms.gle/4WUKp7voxLucrVPEA,2025-02-13 06:00:00 UTC,true,189,https://open.spotify.com/track/0T3kf1NKrTtqxLQ3aiIm62?si=1e3f111189524656,https://music.apple.com/fi/album/sierra-madren-aarre/1442645820?i=1442646614&uo=4,,false,"Minä unohdin meren
Kuin kala kuivalla maalla henkeäni haukkoen
Kullanhimo iski vereen
Kuin joka ainoa taala voisi olla viimeinen

Nyt melkein polttaa
Kulta sormissa polttaa
Ja pian reiän se polttaa
Taskunpohjaan
Salakavalasti voi

Suussa kullan maku
Lähdin mukaanne juoneen innostuin ajatukseen
Kuinka iskisin hakun
Siihen keltaiseen suoneen kultaiseen kimallukseen

Nyt melkein polttaa
Kulta sormissa polttaa
Ja pian reiän se polttaa
Taskunpohjaan
Salakavalasti voi

Mä kankaiseen säkkiin
Pistin turvaan mun aarteen toisilta piilottaen
Näkymättömään häkkiin
Tunsin ajautuneeni vangiksi epäilyksen

Nyt melkein polttaa
Kulta sormissa polttaa
Ja pian reiän se polttaa
Taskunpohjaan
Salakavalasti voi

Enää aurinko valvoo
Aurinko vaan",https://mobile.lyrics.az/leevi-and-the-leavings/raparperitaivas/sierra-madren-aarre.html,"Kultahimo ja ahneus punoutuvat syvästi ihmisen sisimpään, kun unelmat kääntyvät painajaisiksi. Loppujen lopuksi aarteen etsiminen voi tehdä elämästä pelkkää tuskaa ja epäluuloa.","""Kullanhimo iski vereen / Kuin joka ainoa taala voisi olla viimeinen""","traaginen, ahne, jännittävä, epäilevä, intensiivinen","kulta, aarre, epäilys, vapaus, vankeus, luonto",1,1,1,3,3,3,1,1,2479,176
12,Neiti Nieminen,Suuteleminen kielletty,1980,false,https://forms.gle/HQvYaNKsXjgQ4U717,2025-02-14 06:00:00 UTC,true,170,https://open.spotify.com/track/6Rdo24EQBw7eZ867YIJpYY?si=76ec2452054d4601,https://music.apple.com/fi/album/neiti-nieminen/1443461377?i=1443461558&uo=4,,false,"Neiti Nieminen
Vanhapiika, siinä viidenkymmenen
Naistenlehdet selaa nyyhkien

Neiti Nieminen
Usein öisin valvoo huokaillen
Kyyneleitään tyynyyn pyyhkien

Neiti Nieminen
Illat viettää kanssa muistojen
Joita mieleisikseen muuntelee

Neiti Nieminen
Yksiössään hiljaa kuihtuen
Naapureitaan salaa kuuntelee

""Ja enhän mää sitä tarkottanu""
""Joo joo""
""Noh, hyvää yötä""
""Ja hyvää yötä teillekin neiti Nieminen""",https://genius.com/Leevi-and-the-leavings-neiti-nieminen-lyrics,"Yksinäisen naisen surumielinen arki, jossa menneisyys ja haaveet kietoutuvat toisiinsa, luoden haikean tunnelman elämän ohikiitävistä hetkistä.","""Neiti Nieminen, vanhapiika, siinä viidenkymmenen, naistenlehdet selaa nyyhkien.""","surullinen, yksinäinen, nostalginen, melankolinen, tarinallinen","yksinäisyys, muisto, naapurit, vanheneminen, unelmat",1,2,3,3,3,2,1,1,4218,98
13,Nuotioilta parvekkeella,Onnen avaimet,2002,false,https://forms.gle/VMgC8dCSkibKTYAH9,2025-02-15 06:00:00 UTC,true,219,https://open.spotify.com/track/7KoeurL89FRt60gdLOpT8C?si=b373ebb3bfe74f72,https://music.apple.com/fi/album/nuotioilta-parvekkeella/1443418701?i=1443419898&uo=4,,false,"Me Emmin kanssa suunniteltiin parvekkeelle bileitä
Ja poskipäihin hileitä siroteltiin
Aito afkaturkki päällä, sellaista taas muoti on
Kun roihutessa nuotion askarreltiin

Koko nuotioilta parvekkeella sylikkäin paleltiin
Ja niitä märkiä halkoja bensiinillä välillä valeltiin
Se koko nuotioilta parvekkeella onnistunutkaan ei
Kun paikalle kutsuttu poliisipartio surutta putkaan vei

Grillasimme nuotiossa pätkän lenkkimakkaraa
Ne kaksi lastenjakkaraa ja vanhat sukset
Lojuu muovituolit mustuneina parvekkeen nurkassa
Ja kuin yltäpäältä purkassa Emmin hiukset

Koko nuotioilta parvekkeella sylikkäin paleltiin
Ja niitä märkiä halkoja bensiinillä välillä valeltiin
Se koko nuotioilta parvekkeella onnistunutkaan ei
Kun paikalle kutsuttu poliisipartio surutta putkaan vei

Koko nuotioilta parvekkeella sylikkäin paleltiin
Ja niitä märkiä halkoja bensiinillä välillä valeltiin
Se koko nuotioilta parvekkeella onnistunutkaan ei
Kun paikalle kutsuttu poliisipartio surutta putkaan vei

Koko nuotioilta parvekkeella sylikkäin paleltiin
Ja niitä märkiä halkoja bensiinillä välillä valeltiin
Se koko nuotioilta parvekkeella onnistunutkaan ei
Kun paikalle kutsuttu poliisipartio surutta putkaan vei",https://genius.com/Leevi-and-the-leavings-nuotioilta-parvekkeella-lyrics,"Leikkisä ja hieman surullinen tarina parvekkeella vietetystä illasta, jossa nuotion loimu muuttuu kaaokseksi poliisin puuttumisen vuoksi. Rakkaus, ystävyys ja epäonnistuneet suunnitelmat punoutuvat yhteen.","""Koko nuotioilta parvekkeella sylikkäin paleltiin / Se koko nuotioilta parvekkeella onnistunutkaan ei.""","humoristinen, epäonnistunut, nostalginen, leikkisä, kapinallinen","juhlat, ystävyys, nuotio, parveke, poliisi, seikkailu",1,2,1,2,3,2,1,2,2673,160
14,Andante,Käärmenäyttely,1996,false,https://forms.gle/paPyYAX5smdooMRD7,2025-02-16 06:00:00 UTC,true,60,https://open.spotify.com/track/76e9N2TqaHYUDhjWTj8f60?si=35aff4baa1a94f52,https://music.apple.com/fi/album/andante/1443398667?i=1443399620&uo=4,,true,"","",Laulu on instrumentaali,Laulu on instrumentaali,"","",,,,,,,,,2000,192
15,Kaivopuiston kuristaja,Raha ja rakkaus,1985,false,https://forms.gle/V8vSvpgT5vEU1YS78,2025-02-17 06:00:00 UTC,true,276,https://open.spotify.com/track/6fkMXQn8dmhAmi5k4a67ap?si=7cff10b1a9ef40be,https://music.apple.com/us/album/kaivopuiston-kuristaja/1442496069?i=1442496331&uo=4,,false,"Makaat kasvoillasi hiljaa
Mä hiuksiasi hyväilen
Muistan tyttöäni Siljaa
Kun peitän sinut pensaaseen

Tuulee, tuulee, tuulee
Eikä äitiä näy
Tuulee, tuulee, tuulee
Eikä äitiä näy
Enää ketään ei näy
Enää ketään ei näy

Et puhu unissani ääneen
Jos joku mua kuuntelee
Toivon henkiin sinun jääneen
Kun totuus kerran valkenee
Puen ylleni sen kaavun
Ja hupun joka peittää pään
Niinkuin painajainen saavun
Ja piiloudun pimeään

Tuulee, tuulee, tuulee
Eikä äitiä näy
Tuulee, tuulee, tuulee
Eikä äitiä näy
Enää ketään ei näy
Enää ketään ei näy

Sut esiin pensaasta mä sukeltaisin
Kuin aarteen uponneesta laivasta
Jos sen saisin mitä haluaisin
Sen kauniin valokuvan taivaasta

Yksin ollessani pelkään
Ääniä ja pimeää
Äiti älä anna selkään
Kyllä kaikki vielä selviää
Puen ylleni sen kaavun
Ja hupun joka peittää pään
Niinkuin painajainen saavun
Ja piiloudun pimeään

Tuulee, tuulee, tuulee
Eikä äitiä näy
Tuulee, tuulee, tuulee
Eikä äitiä näy
Enää ketään ei näy
Enää ketään ei näy

Sut esiin pensaasta mä sukeltaisin
Kuin aarteen uponneesta laivasta
Jos sen saisin mitä haluaisin
Sen kauniin valokuvan taivaasta
Sut esiin pensaasta mä sukeltaisin
Kuin aarteen uponneesta laivasta
Jos sen saisin mitä haluaisin
Sen kauniin valokuvan taivaasta
Sut esiin pensaasta mä sukeltaisin
Kuin aarteen uponneesta laivasta
Jos sen saisin mitä haluaisin
Sen kauniin valokuvan taivaasta",https://genius.com/Leevi-and-the-leavings-kaivopuiston-kuristaja-lyrics,"Sydäntäsärkevä kuvaus kaipuusta ja menetyksestä, jossa henkilö etsii rauhaa menneisyydestä ja haaveilee rakkauden paluusta. Pimeys ja yksinäisyys värittävät tunteita, kun äidin poissaolo korostaa surua.","""Tuulee, tuulee, tuulee / Eikä äitiä näy / Enää ketään ei näy.""","synkkä, mystinen, melankolinen, ahdistava, tarinallinen","yksinäisyys, pelko, muisto, pimeys, kaipuu",1,3,3,3,2,3,1,1,2821,149
16,Toiveunta,Hopeahääpäivä,2003,false,https://forms.gle/vF8rZirfJ7kjDTZk9,2025-02-18 06:00:00 UTC,true,238,https://open.spotify.com/track/2SXbNaZsfGGJmM9HEaEo3a?si=c35c662170c24791,https://music.apple.com/fi/album/toiveunta/1443293326?i=1443293342&uo=4,,false,"Hänen kanssaan mä melkein koko lapsuuteni leikin
Kuin toiveunta

Pieni naapurintyttö laittoi mullekin sen meikin
Kuin toiveunta

Liikaa, olisiko liikaa
Kaikki - ei vähempää
Kaukaa, tarvittavan kaukaa
Katsoo kuin lähempää

Koti kaupungissa ja kesämökki maalla
Kuin toiveunta

Mitään muuta ei täällä voi mitatakaan vaa'alla
Kuin toiveunta

Liikaa, olisiko liikaa
Kaikki - ei vähempää
Kaukaa, tarvittavan kaukaa
Katsoo kuin lähempää

Hei, kuinka helisivät landeillaan
Kaikki tuhannet miljoonat kilisevät kellot
Heilui heinä ja tuoksui maa
Vielä viljavina kaikki kotitalon pellot

Liikaa, olisiko liikaa
Kaikki - ei vähempää
Kaukaa, tarvittavan kaukaa
Katsoo kuin lähempää

Hei, kuinka helisivät landeillaan
Kaikki tuhannet miljoonat kilisevät kellot
Heilui heinä ja tuoksui maa
Vielä viljavina kaikki kotitalon pellot",https://genius.com/Leevi-and-the-leavings-toiveunta-lyrics,"Nostalgiaa ja lapsuuden muistoja herättelevä kuvaus, jossa toiveet ja unelmat sekoittuvat arjen todellisuuteen. Laulu vie kuulijan aikamatkalle, jossa yksinkertaiset asiat saavat suurta merkitystä.","""Kuin toiveunta, Mitään muuta ei täällä voi mitatakaan vaa'alla.""","nostalginen, unelmoiva, haikea, idyllinen, melankolinen","lapsuus, ystävyys, maaseutu, koti, unelma",1,1,1,1,3,1,2,1,5580,79
17,Makeampi makeaa,Raha ja rakkaus,1985,false,https://forms.gle/qmCvxcK2o5LgJLvL9,2025-02-19 06:00:00 UTC,true,176,https://open.spotify.com/track/0bwDeYYfQci64HxpSkVmp6?si=2b8ed9578d0c4ebc,https://music.apple.com/us/album/makeampi-makeaa/1442496069?i=1442496245&uo=4,,false,"Tyttö pieni
Makeampi makeaa
En sua saa, oh no no

Hiivasieni
Senkö vain mä sulta saan
Kun tanssitaan, go go go

Miksi turhaan
Annat toisen odottaa
Suudelmaa, oh no no

Kai itsemurhaan
Tahdot minut johdattaa
Kuolemaan, go go go

Tyttö kultasein
Kiedo kätesi kaulallein
Paina huulesi huulillein
Ja tehdään se taas",https://genius.com/Leevi-and-the-leavings-makeampi-makeaa-lyrics,"Leikkisä ja hieman synkkä kuvaus nuoren rakkauden kiemuroista, jossa halu ja epätoivo tanssivat yhdessä, mutta odotus voi käydä liian raskaaksi.","""Makeampi makeaa, en sua saa, oh no no.""","leikkisä, flirttaileva, dramaattinen, intensiivinen, humoristinen","rakkaus, ihmissuhteet, tanssi, kuolema, kaipuu",2,2,2,2,1,2,1,1,2704,157
18,Kaikki tai ei mitään,Kerran elämässä,1998,false,https://forms.gle/MpoVRrUt5k1gkJgi6,2025-02-20 06:00:00 UTC,true,222,https://open.spotify.com/track/4LBKIGNkV8wrcMY93xrqV4?si=2933c4729d274165,https://music.apple.com/fi/album/kaikki-tai-ei-mit%C3%A4%C3%A4n/1443377859?i=1443378640&uo=4,,false,"Sano sana vaan jos tahdot kaiken (se sana vaan)
Yksi sana vaan jos tahdot saada
Itsellesi sen aivan kaiken

Jos joskus kaipaat rakkautta
Näin järjestää voi senkin mutta

Ensin jutellaan kun ollaan kahden (me jutellaan)
Ja siinä sovitaan ne säännöt
Herkkiin hetkiin ja muihin retkiin

Jos joskus kaipaat rakkautta
Näin järjestää voi senkin mutta
Sä voit kömpiä mun viereen
Lähtiessä laittaa nimen vieraskirjaan
Ja enemmän saada voin
Jos tahdot saada kaiken

Sä voit kömpiä mun viereen
Lähtiessä laittaa nimen vieraskirjaan
Ja enemmän saada voin
Jos tahdot saada kaiken
Jos sä tahdot enemmän
Kuin hän

Kaikki tai ei mitään
Kaikki tai ei mitään
Kaikki tai ei mitään

Ketä rakastaa jos tahtoo kaiken (ketä rakastaa)
Vaikka inhottaa kun tahdot saada
Itsellesi sen aivan kaiken

Jos vielä kaipaat rakkautta
Mä järjestää voin kaiken mutta
Sä voit kömpiä mun viereen
Lähtiessä laittaa nimen vieraskirjaan
Ja enemmän saada voin
Jos tahdot saada kaiken

Sä voit kömpiä mun viereen
Lähtiessä laittaa nimen vieraskirjaan
Ja enemmän saada voin
Jos tahdot saada kaiken
Jos sä tahdot enemmän
Kuin hän

Kaikki tai ei mitään
Kaikki tai ei mitään
Kaikki tai ei mitään",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/Kaikki-tai-ei-mit%C3%A4%C3%A4n,"Intensiivinen ja rohkea rakkauden tarjous, joka haastaa kuuntelijan miettimään, mitä he todella haluavat suhteeltaan. Sanat leikkivät sitoutumisen ja kaipuun teemoilla, vetäen mukaan riskin ja mahdollisuuden kaiken menettämiseen.","""Kaikki tai ei mitään, jos sä tahdot enemmän kuin hän.""","intensiivinen, ehdoton, romanttinen, jännitteinen, vaativa","rakkaus, ihmissuhteet, sitoutuminen, kaipuu, päätökset",2,2,1,1,2,1,1,1,2531,170
19,Carolina,Suuteleminen kielletty,1980,false,https://forms.gle/CA6Kc82vwwshbuy36,2025-02-21 06:00:00 UTC,true,101,https://open.spotify.com/track/013zOZo8nMHxNjlNAY0JNs?si=a0c88f9c1077471b,https://music.apple.com/fi/album/carolina/1442967702?i=1442967712&uo=4,,false,"En tiedä miksi mulle suutuit
Ehkä jotenkin sua loukkasin
En ymmärtänyt miksi muutuit
Sitä ihmettelen vieläkin

En tekosyitä tahdo kuulla
Niitä keksin kyllä itsekkin
Ei tarvitse sun turhaan luulla
Että yksin olen iltaisin

Carolina missä sinä hengaat?
Mä sinun vuokses valvon yöt
Carolina sinä se vaan svengaat
Ja minulle kai jätät nämä kotityöt

Ehkä minäkin diskoon lähden
Tai iltapäivätansseihin
Vaikka yritänkin lasten tähden
Olla kotona mä iltaisin

En tiedä miksi mulle suutuit
Ehkä jotenkin sua loukkasin
En ymmärtänyt miksi muutuit
Sitä ihmettelen vieläkin

Carolina missä sinä hengaat?
Mä sinun vuokses valvon yöt
Carolina sinä se vaan svengaat
Ja minulle kai jätät nämä kotityöt

Carolina missä sinä hengaat?
Mä sinun vuokses valvon yöt
Carolina sinä se vaan svengaat
Ja minulle kai jätät nämä kotityöt

Ei Caroliina, ei se peli vetele",https://genius.com/Leevi-and-the-leavings-carolina-lyrics,"Eroottinen ja samalla surullinen kuvaus rakkauden epävarmuudesta, jossa mies kamppailee naisen katoamisen ja kotitöiden välillä, unohtaen hetkeksi arjen painetta.","""Carolina missä sinä hengaat? Mä sinun vuokses valvon yöt.""","surullinen, pohdiskeleva, ironinen, haikea, arkinen","suhde, yksinäisyys, kotityöt, yö, tanssi",1,1,1,2,3,2,1,1,4450,97
20,Surumetsien talvimorsian,Perjantai 14. päivä,1986,false,https://forms.gle/43BNYQ7Vst1QxMbd8,2025-02-22 06:00:00 UTC,true,206,https://open.spotify.com/track/4PpmglFGbYy0pAJDaocciH?si=c8880326788c4d78,https://music.apple.com/fi/album/surumetsien-talvimorsian/1443371433?i=1443371705&uo=4,,false,"Tuuleen hukkuu huuto joutsenen
Kaatuu kelohonka ryskyen

Lumihuntuun peittyy maa
Valkoviittaan kietoo sulhastaan

Surumetsien talvimorsian
Jäätyy poskillensa kyyneleet

Niin kuin hankeen lumihiutaleet
Pakkashäitään odottaa
Valkoviittaan kietoo sulhastaan

Surumetsien talvimorsian

Lumihuntuun valkoiseen
Peittyy metsä hiljainen
Puut viime lehdet pudottaa

Maan ylle langeten
Metsän syliin päänsä painaen
Kai häitään vielä odottaa

Surumetsien talvimorsian",https://genius.com/Leevi-and-the-leavings-surumetsien-talvimorsian-lyrics,"Talven kylmyys ja kaipaus punoutuvat yhteen surumielisessä kuvastossa, jossa morsian odottaa häitään, mutta sydän on raskas menetyksestä. Surumetsät symboloivat kaipausta ja sydämen kylmyyttä, kun rakkaus on jäätynyt.","""Surumetsien talvimorsian, jäätyy poskillensa kyyneleet.""","surullinen, melankolinen, kylmä, runollinen, mystinen","luonto, talvi, metsä, morsian, häät",1,1,1,3,3,1,1,1,3381,120
21,Käärmeensydän,Single,1983,false,https://forms.gle/Rck3DFq1s4vDxcCWA,2025-02-23 06:00:00 UTC,true,260,https://open.spotify.com/track/6sK6tGv3keKrH3EjNJoPzp?si=1151d1a5ed384c2c,https://music.apple.com/fi/album/k%C3%A4%C3%A4rmeensyd%C3%A4n/1442967702?i=1442968311&uo=4,,false,"Et tahtonut tanssia,
tahdoit istua ja olla hiljaa.
En halunnut hienostella, luin sinua kuin avointa kirjaa.
Ja jokainen huokaus, oli kutsu käydä sinuun kiinni.
Joka ainoa hiljainen kuiskaus, juovutti kuin väkevä viini.

Hän ei minua huoli.
Hän joka soitti sitä vanhaa iskelmää.
Jotain minussa kuoli.
Jotain josta en tiennytkään.

Jos etsit rehellistä ihmistä.
En edes tiedä mistä sellaisen voi tunnistaa.
Jos tahdot mekaanista lempeä.
En ole hempeä, lupaan sinut uuvuttaa.

Käärmeensydän ja nainen vailla sielua, väärää rahaa ja viimeinen yö.
Käärmeensydän ja tyttö pelkkää nielua, kuumaa lihaa hän raadellen syö.

Et heltynyt hakkailuun, purit raivoisasti minua sääreen.
Et huolinut hellyydestä, sillä sydän oli kavalan käärmeen.
Ja jokainen huokaus, oli kutsu käydä sinuun kiinni.
Joka ainoa hiljainen kuiskaus, juovutti kuin väkevä viini.

Hän ei minua huoli.
Hän joka soitti sitä vanhaa iskelmää.
Jotain minussa kuoli.
Jotain josta en tiennytkään.

Jos etsit rehellistä ihmistä.
En edes tiedä mistä sellaisen voi tunnistaa.
Jos tahdot mekaanista lempeä.
En ole hempeä, lupaan sinut uuvuttaa.

Käärmeensydän ja nainen vailla sielua, väärää rahaa ja viimeinen yö.
Käärmeensydän ja tyttö pelkkää nielua, kuumaa lihaa hän raadellen syö.",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/K%C3%A4%C3%A4rmeensyd%C3%A4n,"Rakkauden ja petoksen ristiriita, jossa sydämen kylmyys ja liikkuvuus kohtaavat. Käärmeensydän symboloi petollisuutta ja kyynisyyttä, kunnes kaikki, mitä luultiin eläväksi, kuolee hiljaisuudessa.","""Käärmeensydän ja nainen vailla sielua, väärää rahaa ja viimeinen yö.""","surullinen, traaginen, intensiivinen, mystinen, tumma","rakkaus, petos, yksinäisyys, kaipuu, ihmissuhteet",2,2,2,3,2,3,1,1,1154,202
22,Siperia,Kadonnut laakso,1982,false,https://forms.gle/35Nq4aEJNqbRv1Vr5,2025-02-24 06:00:00 UTC,true,171,https://open.spotify.com/track/4Mwaqfgjh57v6Rcqyncmg3?si=716f06f1a6af48e3,https://music.apple.com/fi/album/siperia/1443654290?i=1443654974&uo=4,,false,"En tule kotiin takaisin
Vaikka mutsikin on sekaisin
Ja faija jotain tilittää
Siellä aina vaan riidellään
Ei niille kannata selittää
Kun ei ne anna edes yrittää

Tein ehkä paljon pahaa
Ja niin vähän rahaa sain
Ja nyt koulukotiin
Minut tuotiin kuin Siperiaan (Siperiaan!)

En tule kotiin takaisin
Enkä tiedä mitä tekisin
Mutta tänne en ainakaan jää
Ne täällä pokkana selittää
Ja mulle jotain tilittää
Kun en jaksa edes yrittää

Tein ehkä paljon pahaa
Ja niin vähän rahaa sain
Ja nyt koulukotiin
Minut tuotiin kuin Siperiaan (Siperiaan!)

Tein ehkä paljon pahaa
Ja niin vähän rahaa sain
Ja nyt koulukotiin
Minut tuotiin kuin Siperiaan (Siperiaan!)

En tule kotiin takaisin
Vaikka mutsikin on sekaisin
Ja faija jotain tilittää
Siellä aina vaan riidellään
Ei niille kannata selittää
Kun ei ne anna edes yrittää

Tein ehkä paljon pahaa
Ja niin vähän rahaa sain
Ja nyt koulukotiin
Minut tuotiin kuin Siperiaan (Siperiaan!)

Tein ehkä paljon pahaa
Ja niin vähän rahaa sain
Ja nyt koulukotiin
Minut tuotiin kuin Siperiaan (Siperiaan!)",https://genius.com/Leevi-and-the-leavings-siperia-lyrics,"Nuoren miehen sisäinen konfliktin kuvaus, jossa perhesiteet ovat rikkoutuneet ja pakkomielteinen kaipuu vapauteen voittaa. Koulukoti vertautuu Siperiaan, symboloiden eristyneisyyttä ja epätoivoa.","""En tule kotiin takaisin, ja nyt koulukotiin minut tuotiin kuin Siperiaan.""","kapinallinen, melankolinen, turhautunut, nuorekas, synkkä","perhe, koulukoti, kapina, nuoruus, vapaus, konflikti",1,2,2,3,2,3,1,1,3761,110
23,Näkymättömät kaupungit,Kadonnut laakso,1982,false,https://forms.gle/oaoY2Rz7hWwVfeZ88,2025-02-25 06:00:00 UTC,true,199,https://open.spotify.com/track/7xXrtr8kJ1pnryoKO9xOmq?si=4c5aea71d746479f,https://music.apple.com/fi/album/n%C3%A4kym%C3%A4tt%C3%B6m%C3%A4t-kaupungit/1442967702?i=1442968178&uo=4,,false,"Pettureita kurjia meistä kumpikin
Ympärillämme pimeys kuin ikuinen yö
Kuolleita sieluja kaduilla kaupungin
Pala palalta aika meitä hitaasti syö

Pian kaduilla tanssitaan ja lauletaan
Näkymättömät kaupungit kun jokainen nähdä saa

Pelkureita kurjia meistä kumpikin
Edessämme kuilu jonka pohja ei näy
Kaiken surun ja tuskan mä julki huutaisin
Mutta kaupunki nukkuu ja kello käy

Pian kaduilla tanssitaan ja lauletaan
Näkymättömät kaupungit kun jokainen nähdä saa

Tulenlieskat loimuavat taivaalla maailman
Kivirauniot hiekkaan ovat hautautuneet
Yksitellen tähtien huomaatko sammuvan
Maankuori jossain vielä värähtelee

Pian kaduilla tanssitaan ja lauletaan
Näkymättömät kaupungit kun jokainen nähdä saa",https://genius.com/Leevi-and-the-leavings-nakymattomat-kaupungit-lyrics,"Surullinen ja synkkä matkakertomus, jossa kaupungin pimeys peittää alleen petturuuden ja tuskan, mutta silti toivoa herättävä tanssi ja laulu lupaavat näkymättömien mahdollisuuksien avautuvan.","""Pian kaduilla tanssitaan ja lauletaan / Näkymättömät kaupungit kun jokainen nähdä saa.""","synkkä, melankolinen, mystinen, tarinallinen, haikea","kaupunki, pimeys, sielu, aika, kuilu, suru, tuska, tuli, tähti, maailma",1,2,1,3,3,2,1,1,3014,133
24,"Mitä kuuluu, Marja-Leena?",Single,1978,false,https://forms.gle/UNHfYa99DBXL9uVv6,2025-02-26 06:00:00 UTC,true,223,https://open.spotify.com/track/4rUGVGMV7ZLiouMlw1wpv3?si=7186176f57a94d37,https://music.apple.com/fi/album/mit%C3%A4-kuuluu-marja-leena/1443109065?i=1443109871&uo=4,,false,"*piip*
*piip*
Oih.. mitä nyt?

Mitä kuuluu Marja-Leena, I'm sorry
Että sinulle soitan mä vieläkin

Tänä iltana tyhjeni kaljakori
Kun sun vanhaa kuvaa mä katselin

Sua koulussa rakastin salaisesti
Koska olin niin ujo ja hiljainen

Ehkä juuri siksi näin kauan kesti
Ennen kuin mä kehtasin kertoa sen

Mitä kuuluu Marja-Leena
Vieläkös sun ihanteena
On Beatles ja George Harrison

Mitä kuuluu Marja-Leena
Minä juomaan ratkenneena
Olen yksinäinen ja onneton

Kai arvaat miksi sulle nyt soitin
Ja sua keskellä yötä häiritsin

No tietysti sinulle kertoa koitin
Kuinka sinua rakastan vieläkin

Mitä kuuluu Marja-Leena
Vieläkös sun ihanteena
On Beatles ja George Harrison

Mitä kuuluu Marja-Leena
Minä juomaan ratkenneena
Olen yksinäinen ja onneton

Mitä kuuluu Marja-Leena
Vieläkös sun ihanteena
On Beatles ja George Harrison",https://genius.com/Leevi-and-the-leavings-mita-kuuluu-marja-leena-lyrics,"Nostalginen puhelu entiselle ihastukselle, jossa ujo rakkaus ja yksinäisyys sekoittuvat menneisyyden muistoihin ja ikävästi tyhjään kaljakoriin.","""Mitä kuuluu Marja-Leena, I'm sorry / Että sinulle soitan mä vieläkin""","nostalginen, haikea, rakastunut, yksinäinen, katuva","rakkaus, musiikki, ihastus, yksinäisyys, nuoruus",1,2,2,3,3,2,1,3,13955,24
25,Kyyhkynen ja kyykäärme,Turkmenialainen tyttöystävä,1993,false,https://forms.gle/XwDzXRxXXRnR8qaf8,2025-02-27 06:00:00 UTC,true,195,https://open.spotify.com/track/28arLAm7PcGGnq07l44KCN?si=846d21af330146d2,https://music.apple.com/fi/album/kyyhkynen-ja-kyyk%C3%A4%C3%A4rme/1443109065?i=1443110716&uo=4,,false,"Kyyhkynen ja kyykäärme
Meidän symboli salainen

Kyyhkynen ja kyykäärme
Tatuoituna merkiksi rakkauden
Olkapäähän molempien

Ja taas sä määräilet
Kun keittiössä hääräilet
Ja touhuat kuin viimeistä päivää
Kun hellalle kiehui taas se hernekeitto

Ja kaikki mistä haaveilet
On kaikki mitä saanut et
Ei tyydytä sun tarpeita tällainen mies
Tuttu olkapää ja lämmin peitto

Kyyhkynen ja kyykäärme
Meidän symboli salainen

Kyyhkynen ja kyykäärme
Tatuoituna merkiksi rakkauden
Olkapäähän molempien

Ja taas sä kyllästyt
Tai kuoliaaksi tympäännyt
Kun sulla on vain ristikkolehdet
Ja kauniit ja rohkeat ja kirjakerho

Jos väität ettet koiraa saa
Tai pientä kissanpoikasta
Niin hommataan se vauva
Ja ostetaan sille sitten ikkunaan ne muumiverhot

Kyyhkynen ja kyykäärme
Meidän symboli salainen

Kyyhkynen ja kyykäärme
Tatuoituna merkiksi rakkauden
Olkapäähän molempien",https://genius.com/Leevi-and-the-leavings-kyyhkynen-ja-kyykaarme-lyrics,"Rakkauden ristiriitaisuus ja arjen absurdisuus kietoutuvat toisiinsa, kun kyyhkynen ja kyykäärme symboloivat sekä rauhaa että jännitteitä parisuhteessa. Sanoitukset heijastavat huumorilla arjen haasteita ja odotuksia.","""Kyyhkynen ja kyykäärme, meidän symboli salainen, tatuoituna merkiksi rakkauden.""","salaperäinen, ironinen, arkinen, humoristinen, melankolinen","rakkaus, parisuhde, symboliikka, arki, tyytymättömyys",1,2,1,2,3,2,1,1,10172,45
